"preparations","reps"
"Permineralization - 50",2
"Permineralization - 70",2
"Permineralization - 80",2
"Permineralization - 82",2
"permineralized wood",2
"PES ?",2
"pes claw",2
"PES, PODIALS",2
"pes terminal phalanx",2
"petrosal?",2
"PETROSAL FRAGS",2
"/P FRAG ?",2
"P FRAG ?/",2
"/P fragment",2
"P/ fragment",2
"phalange, 4th toe",2
"phalangeal elements",2
"phalangeal epiphysis",2
"PHALANGES 1-2",2
"PHALANGES,ASTRAGALUS",2
"phalanges, broken (unassociated)",2
"PHALANGES,CALCANEUM",2
"PHALANGES | Cast",2
"phalanges+postcrania",2
"PHALANGES,TEETH",2
"Phalanx.",2
"PHALANX 1,2",2
"phalanx 1, digit III, distal fragment",2
"phalanx 1, digit III, proximal fragment",2
"PHALANX 1 EPIPHYSIS",2
"phalanx 1-III",2
"phalanx 1, proximal diaphysis fragment",2
"phalanx 1 (proximal epiphysis)",2
"phalanx 1?, worn",2
"PHALANX 2,DIGIT 3",2
"phalanx 2-III",2
"phalanx 2, proximal epiphysis",2
"phalanx 3, digit II or IV",2
"phalanx 3 of digit III",2
"phalanx and podial",2
"phalanx, broken",2
"PHALANX,C/",2
"PHALANX,CALCANEUM FRAG",2
"PHALANX,DENTARY FRAGS",2
"phalanx (distal)",2
"phalanx fragments (unassociated)",2
"phalanx frags.",2
"phalanx III",2
"phalanx lacking proximal epiphysis",2
"PHALANX,METAPODIALS",2
"PHALANX PATHOLOGICAL",2
"phalanx, proximal fragment",2
"PHALANX,RIB",2
"PHALANX,SESAMOID",2
"phalanx, terminal",2
"PHALANX,TOOTH",2
"PHALANX,UNGUAL",2
"PHALANX,UNGUAL PHALANX",2
"pharangeal arch",2
"pharangeal teeth",2
"PHARYNGEAL DENTICLES",2
"PHARYNGEAL PLATE",2
"pharyngeal plate fragment",2
"pharyngeal plate fragments",2
"pharyngeals",2
"Pharyngeal teeth",2
"pharyngeal teeth (dry); whole animal (alcohol)",2
"phlange",2
"Photograph - 0; Dry - 1",2
"Photograph - 1; Acetate peel - 1; Dry - 1; Dry - 1",2
"Photograph - 1; Acetate peel - 2",2
"Photograph - 1; Acetate peel - 2; Dry - 1",2
"Photograph - 1; Acetate peel - 2; Dry - 2",2
"Photograph - 1; Dry - 0; Dry - 1",2
"Photograph - 1; Dry - 1; Acetate peel - 2",2
"Photograph - 1; Dry - 5",2
"Photograph - 1; Dry - 6",2
"Photograph - 1; Dry - 7",2
"Photograph - 3; Dry - 3",2
"Photographed - 5",2
"Photographed - 6; Photographed - 6",2
"Photographed - 7",2
"Photographed - 9",2
"P,I",2
"PINNAE W/PINNULES.",2
"Pinna fragments",2
"PINNULE",2
"PITH CAST",2
"Pith cast - 1",2
"PLACOID SCALE",2
"Plaster Cast; Oversized",2
"plastral buttress",2
"plastral osteoscute",2
"plastron and carapace frags",2
"plastron, carapace",2
"plastron, carapace, and assoc limb bones",2
"plastron + carapace frags",2
"PLASTRON+CARAPACE FRAGS",2
"plastron+carapace frags, assoc",2
"plastron + costal frags",2
"plastron frag; 1 histo slide (LS) and cut blocks",2
"plastron frag; 1 histo slide (XS) and cut blocks",2
"Plastron fragment",2
"plastron frags, ?assoc",2
"PLASTRON+INCOMPL CARAPACE",2
"plastron section",2
"PLASTRON,SHELL FRAGS",2
"PLATE, NC",2
"PLATE, P+C",2
"PLATE THIN SECTION",2
"pleural plate",2
"PLEURALS",2
"P/,/M",2
"P/# & M/#",2
"P#/, M#/, ASSOCIATED",2
"PM/,M",2
"podial?",2
"PODIAL,BONE FRAG",2
"podial fragment (?)",2
"podial frags",2
"podial+metapodial elements",2
"PODIAL PHALANX 1",2
"PODIALS ?",2
"podials, metapodials, and phalanges",2
"PODIALS,PHALANX",2
"PODIALS,SKULL",2
"PODIALS,TOOTH FRAG",2
"point mounted",2
"Pollen",2
"Pollen cones",2
"pollen organ",2
"Polyplacophora",2
"POOR IMPRESSION IN NODULE",2
"P OR C",2
"P OR C OR I",2
"P or M/",2
"P OR M/",2
"P OR M FRAG/",2
"P or M frags",2
"portion of lower tooth battery",2
"portion of skull",2
"possible scale",2
"Post Cervical Vertebra",2
"postcrania fragments",2
"postcranial frags.",2
"postcranial skeketon",2
"POSTCRANIA PARTIAL",2
"POST DENTARY FRAG",2
"Post Dorsal Vertebra",2
"post epiplastron",2
"posterior blade tooth",2
"POSTERIOR CAUDAL",2
"posterior cervical vertebra",2
"posterior costal",2
"posterior cranium",2
"posterior dentary fragment",2
"POSTERIOR END OF MAX, IN COUNTERPART",2
"posterior fragment of maxilla",2
"posterior fragment of p4",2
"POSTERIOR HALF BODY",2
"POSTERIOR HALF OF BODY",2
"posterior half of l lower molar",2
"posterior l lower molar",2
"posterior portion of mx",2
"posterior portion of skull with occiput, bullae",2
"posterior process of left petrosal",2
"posterior px",2
"posterior teeth (unassociated)",2
"POSTERIOR VERTEBRAE",2
"posterolabial fragment of Mx",2
"posterolabial fragments of Mx (unassociated)",2
"POSTEROLOPH",2
"POST L DENTARY",2
"POST L DENTARY W M2",2
"POST LWR MANDIBLE",2
"post-orbital",2
"POSTORBITAL FRAG ?",2
"POSTPARIETAL, A+B",2
"POSTPARIETAL, NC",2
"POST PRECAUDAL VERTEBRA",2
"POST R DENTARY",2
"POST SKULL,POST PTERYGOID",2
"POST TRUNK VERTEBRA",2
"PP 1x3 Slides - 2",2
"precaudal centrum",2
"PRECORACOID",2
"PREDENTARY FRAGS",2
"PREFRONTALS",2
"premaxillae (some broken)",2
"PREMAXILLA FRAG ?",2
"premaxilla fragment w/ I3",2
"PREMAXILLA FRAGS",2
"PREMAXILLA FRAG W I",2
"PREMAXILLA,MAXILLA",2
"PREMAXILLA+MAXILLA",2
"PREMAXILLA,OSTEODERM",2
"PREMAXILLARIES",2
"?premaxillary fragment",2
"premaxilla w/ I1",2
"premaxilla w/ I1-I2",2
"premaxilla w/ I1-I3",2
"Premolar?",2
"Premolar and jaw frag",2
"premolar fragment?",2
"PREMOLAR, VERY SMALL",2
"PREOPERCULA",2
"PREOPERCULARS",2
"preoperculum & scale",2
"PREP - 1012",2
"PREP - 1136",2
"PREP - 1; PREP - 1",2
"PREP - 2000",2
"PREP - 224",2
"PREP - 246",2
"PREP - 249",2
"PREP - 266",2
"PREP - 276",2
"PREP - 282",2
"PREP - 283",2
"PREP - 289",2
"PREP - 294",2
"PREP - 305",2
"PREP - 310",2
"PREP - 312",2
"PREP - 313",2
"PREP - 314",2
"PREP - 316",2
"PREP - 319",2
"PREP - 322",2
"PREP - 324",2
"PREP - 327",2
"PREP - 343",2
"PREP - 346",2
"PREP - 348",2
"PREP - 351",2
"PREP - 359",2
"PREP - 369",2
"PREP - 374",2
"PREP - 377",2
"PREP - 382",2
"PREP - 385",2
"PREP - 386",2
"PREP - 387",2
"PREP - 391",2
"PREP - 395",2
"PREP - 399",2
"PREP - 401",2
"PREP - 402",2
"PREP - 403",2
"PREP - 405",2
"PREP - 409",2
"PREP - 412",2
"PREP - 414",2
"PREP - 416",2
"PREP - 421",2
"PREP - 422",2
"PREP - 427",2
"PREP - 428",2
"PREP - 429",2
"PREP - 433",2
"PREP - 441",2
"PREP - 442",2
"PREP - 450",2
"PREP - 456",2
"PREP - 457",2
"PREP - 458",2
"PREP - 464",2
"PREP - 468",2
"PREP - 474",2
"PREP - 477",2
"PREP - 479",2
"PREP - 485",2
"PREP - 493",2
"PREP - 513",2
"PREP - 514",2
"PREP - 527",2
"PREP - 535",2
"PREP - 540",2
"PREP - 552",2
"PREP - 563",2
"PREP - 566",2
"PREP - 594",2
"PREP - 605",2
"PREP - 606",2
"PREP - 643",2
"PREP - 673",2
"PREP - 681",2
"PREP - 687",2
"PREP - 712",2
"PREP - 721",2
"PREP - 730",2
"PREP - 750",2
"PREP - 756",2
"PREP - 761",2
"PREP - 800",2
"PREP - 814",2
"PREP - 832",2
"PREP - 885",2
"PREP - 888",2
"PREP - 900",2
"PREP - 918",2
"PREP - 975",2
"presacral rib",2
"presterna",2
"PRIMARY PINNA W/SECONDARY PINNAE.",2
"P/#, R M/#",2
"proatlas",2
"promolar, broken",2
"PROOTIC",2
"PROOTIC,R EXOCCIPITAL,PAROCCIPITAL,BASIOCCIPITAL",2
"propodial",2
"protocones of Mx (unassociated)",2
"prox calcaneum",2
"PROX CARPAL PHALANX 3",2
"PROX COSTAL 8",2
"prox costal frag",2
"prox end L ulna",2
"prox end R humerus",2
"prox. femur",2
"PROX. FEMUR",2
"prox femur frag",2
"prox fibula",2
"PROX FIBULA",2
"PROX HUMERUS ?",2
"prox ?humerus frag",2
"prox humerus frag",2
"Prox. humerus, right",2
"PROX HYPOPLASTRON",2
"proximal antler fragment",2
"proximal caudal",2
"proximal costal 1",2
"proximal digit (manus)",2
"PROXIMAL END FEMUR",2
"PROXIMAL END L FEMUR",2
"PROXIMAL END L ULNA",2
"proximal end of femur (right)",2
"proximal end of left ulna",2
"proximal end of mandible",2
"proximal end of metatarsal",2
"proximal end of phalange",2
"PROXIMAL END R FEMUR",2
"proximal epiphysis of phalanx",2
"PROXIMAL EPIPHYSIS & PART OF SHAFT, 3RD METACARPAL",2
"proximal femur frag",2
"proximal femur fragment",2
"proximal humeri",2
"proximal humerus?",2
"proximal humerus fragments",2
"proximal left carpometacarpus",2
"proximal left radius",2
"proximal limb bone fragment",2
"proximal L radius",2
"proximal metacarpal 4",2
"PROXIMAL METATARSAL I",2
"Proximal Metatarsus Frag",2
"Proximal phalanx, Digit I, right",2
"Proximal phalanx epithysis",2
"proximal phalanx III or IV",2
"proximal phalanx II or IV",2
"proximal radius frag.",2
"proximal ribs",2
"proximal right femur",2
"PROXIMAL R SCAPULA",2
"proximal ulna fragment",2
"PROX KEEL UNGUAL PHALANX",2
"prox lateral metapodial",2
"prox lateral metatarsal",2
"prox L costal 8",2
"PROX L FEMUR",2
"PROX+MEDIAL PHALANGES,DIGIT 3,PES",2
"PROX MEDIAL PHALANX",2
"prox metacarpal",2
"prox. metapodial",2
"PROX METATARSAL 5",2
"PROX PHALANX 4",2
"Prox Phalanx Frag",2
"prox phalanx III",2
"PROX PHALANX THIN SECTION",2
"PROX PROX PHALANX,DIGIT 3",2
"prox radio-ulna",2
"prox ?radius",2
"PROX R FEMUR",2
"PROX RIB ?",2
"PROX R ISCHIUM",2
"prox r metacarpal",2
"prox r radioulna",2
"PROX R RADIUS",2
"PROX RT ULNA",2
"prox sesamoid",2
"PROX TARSUS",2
"PROX TIBIA ?",2
"PROX TIBIA,DIST FEMUR",2
"prox tibia epiphysis",2
"PROX TIBIA EPIPHYSIS",2
"prox. tibiotarsus",2
"Prox.tibiotarsus, left",2
"prox TMT",2
"PROX ULNAE",2
"PROX ULNA EPIPHYSIS",2
"PTERYGOID FRAG ?",2
"PTERYGOID OR SPLENIAL",2
"PTERYGOID W TEETH",2
"P,TOOTH FRAG",2
"pt. skull",2
"PUBIS ?",2
"pupal exuvia (capsule); whole animal (pinned)",2
"p x/",2
"Px ectoloph",2
"p/x frag",2
"p/x frag.",2
"px fragment",2
"px, m1?",2
"Px, M1-M3",2
"Px or Mx, associated",2
"px or mx in dentary fragment",2
"Pygal",2
"pygidia",2
"Pygostle",2
"QUADRATE ?",2
"QUADRATE,BONE FRAGS",2
"quadrate fragments",2
"RADIALE",2
"radii",2
"radii (distal epiphyses)",2
"radii (proximal epiphyses)",2
"radio-ulna and manus, except distal phalanges",2
"RADIOULNA, COMPLETE",2
"radio-ulna, distal epiphysis",2
"radioulna shaft fragment",2
"RADIOUNLA, PROXIMAL HALF",2
"?radius",2
"radius and ulna (proximal fragments)",2
"RADIUS, DISTAL, ADULT",2
"Radius, distal end",2
"radius distal epiphysis",2
"Radius, distal fragment",2
"RADIUS, DIST RADIUS",2
"RADIUS FRAG ?",2
"Radius, fragment",2
"radius frags.",2
"radius (juv)",2
"radius, juvenile",2
"Radius, left, distal epiphysis",2
"Radius, left, distal fragment",2
"RADIUS,METAPODIAL 2-3",2
"radius, proximal portion",2
"radius, proximal shaft fragment",2
"Radius, right, distal epiphysis",2
"Radius, right, proximal",2
"Radius, right, proximal fragment",2
"radius shaft",2
"RADIUS THIN SECTION",2
"RADIUS & ULNA",2
"RADIUS, ULNA, MANUS, TIBIA, FIBULA, PES",2
"RADIUS, WHOLE",2
"RAMUS FRAG",2
"ramus w/ teeth",2
"R and L dentary fragments",2
"R angular frag.",2
"R ANTERIOR DENTARY",2
"R ANTLER",2
"R articular",2
"R ASTRAGALUS BODY",2
"R ASTRAGALUS INCOMPL",2
"R astrag frag",2
"R astraglaus",2
"R Astralagus",2
"ray teeth",2
"R BROKEN M/1, M/2",2
"R BULLA",2
"/RC1",2
"R calc",2
"R Calcaneum",2
"r calcaneus",2
"R calc, posterior frag",2
"R CLEITHRUM",2
"R coracoid",2
"R costal 2 or 5",2
"R costal 7",2
"Rc, Rp4, Rm1-2",2
"r dentaries, edent",2
"R DENTARY, BROKEN M/1-M/2",2
"R DENTARY DP/3",2
"R DENTARY DP/3-DP/4-M/1",2
"R DENTARY DP/4",2
"R DENTARY, DP/4-M/1",2
"R DENTARY, DP/4-M/1-M/2",2
"r dentary (edentulous",2
"R DENTARY, EDENTULOUS",2
"R DENTARY FRAG, M/1-M/3 | Cast",2
"R DENTARY FRAGMENT",2
"r dentary fragment (ascending ramus",2
"R dentary fragment, m23",2
"R dentary fragment with m2",2
"R dentary fragment with m2-3",2
"r dentary fragment w m3",2
"R DENTARY FRAG W DP4-M1",2
"R DENTARY FRAG W I+P4-M1",2
"R dentary frag with m1, m2",2
"R dentary frag with p4, m1, m2",2
"r dentary frag w m/1",2
"R DENTARY FRAG W M1 FRAG+M2-M3",2
"r dentary frag w m1-m2",2
"R dentary frag w M1-M2",2
"R dentary frag w/ M/2-3",2
"R DENTARY FRAG W M2-4",2
"r dentary frag w m2-m3",2
"R dentary frag w/ M/3",2
"R DENTARY FRAG W P1-M2",2
"R DENTARY FRAG W P2-P4",2
"r dentary frag w p/3",2
"R dentary frag w p3",2
"R DENTARY FRAG W P3",2
"R DENTARY FRAG W P3-P4",2
"r dentary frag w p4-m1",2
"R dentary frag w px",2
"R DENTARY FRAG W TEETH",2
"R DENTARY, I/1",2
"R DENTARY,/I1,/M1-M2",2
"R DENTARY I/1, P/4-M/1-M/2",2
"R dentary (lizard)",2
"R dentary m1",2
"R dentary, m1",2
"R DENTARY,/M1",2
"R DENTARY M/1-M/2, M/3 ERUPTING",2
"R DENTARY M/2?",2
"R DENTARY,/M2-M3",2
"R DENTARY M/2, M/3 ERUPTING",2
"R DENTARY & MAX IN OCCLUSION",2
"R DENTARY P/1-P/2-P/3",2
"R DENTARY, P/1-P/2-P/3-P/4",2
"R DENTARY P/2",2
"R DENTARY P/3-4",2
"R DENTARY P/3-M/1-M/2",2
"R DENTARY: P/3-M/1-M/2-M/3",2
"R DENTARY: P/3-M/1, TRIGONID M/2",2
"R DENTARY,/P3,/M2-M4",2
"R DENTARY, P/3-M/3",2
"R DENTARY,/P3-M4",2
"R DENTARY,/P3-P4",2
"R DENTARY: P/3-P/4-M/1-M/2",2
"R DENTARY,/P4",2
"R DENTARY P/4 ERUPTING",2
"R DENTARY: P/4, M/2",2
"R DENTARY+SPLENIAL",2
"R DENTARY+SYMPHYSIS",2
"R DENTARY,TOOTH",2
"R DENTARY, UPPER",2
"R DENTARY W C",2
"R DENTARY W C,P4-M2",2
"R DENTARY W DP3+M1-3",2
"R DENTARY W I1+M1-M2",2
"R DENTARY W I-M2",2
"R DENTARY W I-M4",2
"R dentary w incisor frag",2
"R dentary w incisor, M1 frag",2
"R dentary w incisor, M1-M2",2
"R dentary w I p4 m1",2
"R dentary w I p4 m1 m2",2
"R dentary with I/1 and M/1-3",2
"R dentary with M/1",2
"R dentary with P4, M1, M2",2
"r dentary w m/1",2
"R dentary w m1",2
"R Dentary w. /M1",2
"R DENTARY w/ m1",2
"r dentary w m1-3",2
"R dentary w/ M1-3",2
"R DENTARY w/ m1+m2",2
"r dentary w m1-m4",2
"R Dentary w. /M2",2
"R DENTARY W M2 ?",2
"R dentary w M/2-3",2
"R DENTARY W M2 FRAG",2
"R DENTARY W M2-M3 FRAG",2
"r dentary w m2-m4",2
"r dentary w m2, part m3",2
"R DENTARY W M2 TALONID+M3",2
"R DENTARY w/ m3",2
"R dentary w/ /m4 tal. frag.",2
"R DENTARY W P1-M3,SKULL",2
"R DENTARY W P1-M4",2
"r dentary w p2-4, m1-3",2
"r dentary w p2-m1",2
"r dentary w p/2-m/3",2
"R Dentary w/ P2-M3",2
"r dentary w p2-p3",2
"R DENTARY W P2-P3",2
"R DENTARY W P2+P4-M3",2
"R dentary w p3",2
"R DENTARY W P3",2
"R DENTARY W P3-4",2
"r dentary w p3-4, m1-3",2
"R dentary w p3-m1",2
"R DENTARY W P3+M1-M2",2
"R Dentary W/ P3-M3",2
"r dentary w p/3-p/4",2
"R Dentary W/ P3-P4",2
"r dentary w p4",2
"r dentary w p/4",2
"r dentary w p4, m1",2
"R dentary w p4 m1",2
"R DENTARY W P4+M1+M3",2
"R DENTARY W P4+M2-M3",2
"R dentary w p4-m3",2
"r dentary w part m2, m3",2
"r dentary w part m3",2
"R DENTARY W SYMPHYSIS",2
"r dentary w two cheek teeth",2
"r dentary w two molars",2
"R DENTRAL, P/3-P/4",2
"R DI1/",2
"R DIGIT 2 PHALANX 1",2
"R DIGIT 4,PHALANX 2",2
"R DISTAL HUMERUS",2
"r distal TARSOMETATARSUS",2
"R distal tarsometatarsus",2
"R DISTAL TIBIA",2
"r distal tibiotarsus",2
"R dist humerus",2
"R dist. humerus",2
"R DIST PHALANX 4",2
"R dist. tibiotarsus",2
"R DIST TIBIOTARSUS",2
"R dist. ulna",2
"R DIST ULNA",2
"R DORSAL SQUAMOSAL",2
"/R DP",2
"/R DP2 ?",2
"R DP2-DP3/",2
"/R DP2-DP4",2
"R DP2-DP4/",2
"r dp/3",2
"R /dp3?",2
"R dp/3",2
"R DP/3?",2
"/R DP3-DP4",2
"R DP3-DP4/",2
"R DP3/ frag.",2
"R DP/3-M/1",2
"Rdp3 or dp4",2
"R dp/4",2
"R dP4",2
"/RDP4",2
"R /DP4",2
"RDP/4",2
"R DP4/ | Cast",2
"/R DP4-M1",2
"R DP4/-M1/",2
"/R DP4-M2",2
"R DP4/-M3/",2
"R DP/5",2
"RDP/x",2
"remnant; acetate peel",2
"remnant; acetate peel; remnant",2
"Remnants; Peels; Embedded",2
"R ENTOCUNEIFORM",2
"r epiplastron frag",2
"R epiplastron frag.",2
"R EPIPLASTRON FRAG",2
"research ready - 100",2
"research ready - 101",2
"research ready - 116",2
"research ready - 119",2
"research ready - 128",2
"research ready - 129",2
"research ready - 131",2
"research ready - 155",2
"research ready - 167",2
"research ready - 192",2
"research ready - 202",2
"research ready - 211",2
"research ready - 27",2
"research ready - 318",2
"research ready - 34",2
"research ready - 35",2
"research ready - 37",2
"research ready - 42",2
"research ready - 47",2
"research ready - 50",2
"research ready - 53",2
"research ready - 54",2
"research ready - 55",2
"research ready - 60",2
"research ready - 61",2
"research ready - 63",2
"research ready - 75",2
"research ready - 85",2
"research ready - 87",2
"research ready - 90",2
"research ready - 92",2
"research ready - 93",2
"research ready - 98",2
"r femur",2
"?R femur",2
"R FEMUR | Cast",2
"R FEMUR FRAGS",2
"R femur, proximal and shaft",2
"R FEMUR SHAFT fragment",2
"R FIBULA ?",2
"R FRONTAL+PREFRONTAL",2
"rhizome with roots",2
"R. Humerus",2
"R HUMERUS CONDYLE",2
"R HUMERUS DELTOID PROCESS",2
"R HUMERUS MINUS PROXIMAL EPIPHYSIS",2
"R HUMERUS, NEARLY COMPLETE",2
"R Humerus, proximal end missing",2
"R hyoplastron frag.",2
"r i/1",2
"R i1",2
"R I1",2
"r I3",2
"/R I3",2
"R I3/,L I3/",2
"rib?",2
"RIB, A+B",2
"rib blade fragments, (unassociated)",2
"RIB,CERVICAL VERTEBRA",2
"Rib fragment, proximal, left",2
"RIB FRAGS,VERTEBRA CENTRA",2
"rib heads?",2
"Rib left proximal fragment",2
"RIB, NEARLY COMPLETE",2
"RIB PATHOLOGICAL",2
"rib (proximal portion)",2
"Rib right proximal fragment",2
"ribs and scales",2
"ribs in matrix",2
"RIBS,VERTEBRAE",2
"R I/# | Cast",2
"Right c1",2
"right C6, juvenile",2
"right C8",2
"right calcaneum frag",2
"Right calcaneus.",2
"right carpometacarpus",2
"Right dentary fragment w/ p2",2
"Right dentary fragment w/ p2 + p3",2
"right dentary w incisor, p4-m3",2
"right Dentary with i1, m1-2",2
"right dentary with m/1 or m/2",2
"right dentary w p4-m1",2
"right dentary w p4, m2-m3",2
"right dentary w p/4-m/3",2
"right dentary w partial m1, m2",2
"Right Distal Humerus",2
"right distal tarsometatarsus",2
"right DP4/",2
"RIGHT EXOCCIPITAL-PROOTIC COMPLEX",2
"RIGHT FEMUR",2
"RIGHT FEMUR, DISTAL HALF",2
"RIGHT FEMUR PROXIMAL END",2
"RIGHT HUMERUS PROXIMAL END",2
"right humerus shaft",2
"right hyoplastron, juvenile",2
"Right I1",2
"right ilium",2
"RIGHT JUGAL, PARTIAL",2
"right lateral osteoderm",2
"right lower hypohyal",2
"right lower jaw",2
"right lower m1 or m2",2
"RIGHT LOWER MOLARIFORM POSTCANINE",2
"Right M/1",2
"RIGHT M/1",2
"right M1/ frag",2
"right M1 or 2/",2
"right m1 or m2",2
"right M/2",2
"right M2?/",2
"Right m2",2
"Right M2/",2
"right M3",2
"right M/3",2
"Right m3",2
"Right M3",2
"RIGHT M/3",2
"right mandibular frag w M/1-M/2",2
"right mandibular frag w M/1-M/3",2
"Right maxilla",2
"RIGHT MAXILLA INCOMPLETE",2
"right maxillary frag",2
"right maxilla with DP3-DP4",2
"right maxilla w P3-M3",2
"right maxilla w P3-M3/",2
"right metacarpal 1",2
"right metacarpal (proximal)",2
"right metatarsal IV",2
"right m/x frag",2
"Right p2",2
"Right P2",2
"right /p4",2
"right P/4",2
"right P/4-M/2",2
"right p4-m3",2
"RIGHT PELVIS",2
"right postorbital",2
"right premaxilla, anterior part",2
"right premolar",2
"right proximal humerus",2
"right proximal tibia",2
"right quadrate",2
"right scaphoid",2
"Right scapula.",2
"RIGHT SPADE, PARTIAL",2
"right squamosal",2
"right tibia",2
"Right tibia.",2
"Right tibia, distal epiphysis.",2
"RIGHT TIBIALE, NEARLY COMPLETE",2
"RIGHT TIBIOFIBULA, DISTAL END",2
"Right Upper M2",2
"Right Upper Molar 1 or 2",2
"RIGHT UPPER MOLARIFORM POSTCANINE, HEAVILY WORN",2
"Right Upper P3",2
"right upper premolar",2
"Right Upper Premolar 2",2
"right valve",2
"right ventral postorbital",2
"R INCISOR",2
"R Incissor",2
"R INCOMPL. PATROSAL",2
"R Innominate",2
"R INNOMINATE FRAG",2
"R isol lower/upper",2
"R Ix/",2
"R JAW, 1 BLADE",2
"R JAW, ALL T/#; R JAW, M/1",2
"R JAW, ALL T/# (WEASEL SIZE)",2
"R JAW, C/#-M/2",2
"R JAW FRAG, M/3",2
"R JAW FRAG, P/3-M/3",2
"R JAW FRAG, P/4-M/2",2
"R JAW FRAG WITH M/#",2
"R JAW FRAG WITH P/4-M/2",2
"R JAW, I/#, M/2-M/3",2
"R JAW, I/#, P/4-M/2",2
"R JAW, I/#, P/4-M/3",2
"R JAW M/1-M/2",2
"R JAW, M/1-M/2; L JAW, M/2-M/3",2
"R JAW, M/1-M/2-M/3-M/4",2
"R JAW, M/1-M/2; POSTERIOR PORTION BROKEN",2
"R JAW, M/1-M/2; R M/1",2
"R JAW, P/2-M/3",2
"R JAW, P/2-P/3",2
"R JAW, P/2-P/3-P/4-M/1-M/2-M/3",2
"R JAW P/3-4",2
"R JAW, P/3-M/1",2
"R JAW, P/3-P/4-M/1-M/2-M/3",2
"R JAW P/4-M/1",2
"R JAW, P/4-M/1-M/2-M/3-M/4",2
"R JAW, P/4-M/2 | Cast",2
"R JAW P/4-M/3",2
"R JAW, PARTIAL M/1, M/2, PARTIAL M/3",2
"R JAW RAMUS ANTERIOR",2
"R JAW RAMUS FRAG",2
"R JAW RAMUS, L JAW RAMUS",2
"R JAW RAMUS WITH M/#",2
"R JAW RAMUS WITH T/#",2
"R JAW WITH 2 M/#",2
"R JAW WITH ALL T/#",2
"R JAW WITH C/#, P/4-M/3",2
"R JAW WITH _ M/1-M/2",2
"R JAW WITH M/3",2
"R JAW WITH P/2-M/3",2
"R JAW WITH P/3-P/4-M/1-M/2",2
"R JAW WITH P/4-M/1-M/2",2
"R JAW WITH P/5-M/2",2
"r jaw w p/4",2
"R jugal fragment",2
"R juv epiplastron",2
"R & L DENTARIES",2
"R+L DENTARIES W P4-M3",2
"r+l dentary",2
"R+L dentary",2
"R & L DENTARY",2
"R & L dentary fragments (associated)",2
"R + L DENTARY FRAGS",2
"R+L DENTARY FRAGS W P4-M3",2
"R+L DENTARY SYMPHYSIS",2
"r+l epiplastra+entoplastron",2
"r+l epiplastron",2
"R+L FRONTAL",2
"R & L JAW FRAGS",2
"R+L M2/",2
"R & L M/2 (110)",2
"R+L M3/",2
"R+L MANDIBLE",2
"R+L MAXILLA W M1-M3",2
"R Lower Carnassial",2
"r lower incisor",2
"R lower M",2
"R Lower m1 or 2",2
"R LOWER MOLAR",2
"R & L P2/",2
"R & L ramus fragments",2
"R+L SKELETON",2
"R+L XIPHIPLASTRON",2
"R /m",2
"r ?m1",2
"r m1-2",2
"/R M1-3",2
"R M1-3/",2
"R M/1 ERUPTING",2
"Rm/1 frag",2
"R M1?/ frag.",2
"R M1/ frag",2
"RM/1 frag.",2
"/RM1 FRAG",2
"R M/1 FRAG",2
"R M1/ labial frag.",2
"R M/1; LARGE",2
"r m1-m2",2
"_ R M/1-M/2",2
"/RM1-M2",2
"R M1/-M2/, L M1/-M2/",2
"R M/1-M/2, M#/",2
"R M/1-M/2-M/3 | Cast",2
"R M/1-M/2-M/3 IN DENTARY",2
"R M/1-M/2, R M/#, 2 L M/2",2
"R M1-M3",2
"R M1/-M3/, L M1/-M3/",2
"R M/1, MOLAR",2
"r M1or2",2
"RM1or2",2
"R M /1 or 2",2
"R M1or 2",2
"R M1/ OR 2/",2
"RM1 OR 2/",2
"R M/1 OR M/1",2
"r M1 or M2",2
"R m1 or m2",2
"R M1/orM2/",2
"R M/1 OR M/2 (4)",2
"r M1 or M2/ frag",2
"R M1/ or M2/ frag.",2
"R M/1 OR M/2 FRAG",2
"R M1/ OR M2/ FRAG",2
"R M/1 OR M/2 IN JAW FRAG",2
"R M1/ OR R DP4/",2
"RM1/ OR RM2/",2
"R M1/, R M2/",2
"RM1/ worn, frag.",2
"r ?m2",2
"R M2?/",2
"R M2/ ?",2
"/R M2-3",2
"RM2/3",2
"R M/2 + ASSOCIATED R M/3",2
"R M2/ (broken)",2
"RM2/ BROKEN",2
"R M2/ | Cast",2
"r M2/ frag",2
"/RM2 FRAG",2
"R M2 ? FRAG/",2
"Rm2 fragment",2
"RM2/ frag worn",2
"R M/2? IN DENTARY FRAG",2
"R M/2, L M/3",2
"R M2/-M3/ IN MAXILLA FRAG",2
"R M/2-M/3, JAW",2
"R M/2-M/3, L M/1-M/2",2
"R M2 or 3/",2
"RM2 or 3",2
"r M2 or M3",2
"/R M2 OR M3",2
"R M2/, R M3/",2
"RM/2 worn, frag.",2
"R ?M3/",2
"R M/3?",2
