"index.family","reps"
"calliphoridae",46
"cardiasteridae",46
"cliidae",46
"ctenocystidae",46
"debeeriidae",46
"dictyopsellidae",46
"hastagnostidae",46
"helioporidae",46
"hemipneustidae",46
"hippocrepinidae",46
"hystricuridae",46
"lycidae",46
"metalegoceratidae",46
"nematocarcinidae",46
"primitiopsidae",46
"pyrotheriidae",46
"quadrimorphinidae",46
"sperceritaceae",46
"streblochondriidae",46
"thamnasteriidae",46
"trichodactylidae",46
"verticillitidae",46
"acroceridae",45
"ampeliscidae",45
"ampithoidae",45
"anaethalionidae",45
"anchisauridae",45
"aphrocallistidae",45
"astriclypeidae",45
"brachycentridae",45
"buxtoniidae",45
"carabodidae",45
"chiastoclonellidae",45
"clitambonitididae",45
"colospongiidae",45
"discamminidae",45
"dolichopodidae?",45
"dorcasiidae",45
"echinothuriidae",45
"eocardiidae",45
"exochellidae",45
"geoplanidae",45
"glassiidae",45
"gonioloboceratidae",45
"halocyprididae",45
"hastigerinidae",45
"hemieuryalidae",45
"hemiscylliidae",45
"irciniidae",45
"ischyropsalididae",45
"lycophytes",45
"nemesiidae",45
"porambonitidae",45
"progonocytheridae",45
"psychropotidae",45
"rhinopomatidae",45
"sicyoniidae",45
"synphoriidae",45
"tirolitidae",45
"toricelliaceae",45
"trochamminoidae",45
"werneroceratidae",45
"ammotheidae",44
"beroidae",44
"condylopygidae",44
"cupedidae",44
"dendrocoelidae",44
"diastylidae",44
"epoicotheriidae",44
"eupleridae",44
"gasteruptiidae",44
"glaessneropsidae",44
"gryphochitonidae",44
"guadalupiidae",44
"hematitidae",44
"hemithyrididae",44
"homotrematidae",44
"kirkbyellidae",44
"mayncinidae",44
"metridiidae",44
"myocastoridae",44
"nemasomatidae",44
"neurodontopteridaceae",44
"nicodamidae",44
"nymphonidae",44
"onagraceae",44
"ophionereididae",44
"proterocidaridae",44
"prototaxitaceae",44
"ptycholepididae",44
"rhamphorhynchidae",44
"sarganostegidae",44
"scarabidae",44
"stromatocystitidae",44
"syringophyllidae",44
"aegidae",43
"albuneidae",43
"archegosauridae",43
"archinacellidae",43
"caenolestidae",43
"chaoboridae",43
"cossuridae",43
"cranaidae",43
"crisiidae",43
"dinaritidae",43
"dussumieriidae",43
"eligmidae",43
"empididae?",43
"eoconulidae",43
"eopholidostrophiidae",43
"epideigmatidae",43
"goniadidae",43
"jaculinidae",43
"lophiostromatidae",43
"lysiosquillidae",43
"megaphyllitidae",43
"oenonidae",43
"onchidiidae",43
"parastacidae",43
"pavonitinidae",43
"pleurobrachiidae",43
"pristodontidae",43
"pterotracheidae",43
"pyramimonadaceae",43
"reineckeiidae",43
"sabaconidae",43
"sertulariidae",43
"somniosidae",43
"suberitidae",43
"tretocycloeciidae",43
"trogossitidae",43
"tropiometridae",43
"albaillellidae",42
"ammonitellidae",42
"amygdalocystitidae",42
"aristeidae",42
"aspergillaceae",42
"beyrichonidae",42
"bisatoceratidae",42
"calanidae",42
"chaenopsidae",42
"charitometridae",42
"cheiloporinidae",42
"chirodontidae",42
"cycadeoideaceae",42
"cyclopedidae",42
"davidsoniidae",42
"diatrymidae",42
"elaeocarpaceae",42
"gadiformes",42
"gigantopteridaceae",42
"glauconomidae",42
"hypogastruridae",42
"macropetalichthyidae",42
"mycteridae",42
"myochamidae",42
"notopteridae",42
"oligorhynchiidae",42
"oziidae",42
"palicidae",42
"peltaspermaceae",42
"phenacolepadidae",42
"pinacoceratidae",42
"polyptychitidae",42
"raspailiidae",42
"rhizomyidae",42
"sialidae",42
"acrolepidae",41
"akeridae",41
"alleculidae",41
"aneurophytaceae",41
"asparagaceae",41
"bumastinae",41
"caprinulidae",41
"ctenoluciidae",41
"elasmosauridae",41
"eumastacidae",41
"fabulariidae",41
"haplocrinitidae",41
"heliornithidae",41
"languriidae",41
"leontiniidae",41
"odontopygidae",41
"pelobatidae, scaphiopodidae",41
"plotosidae",41
"protolepidodendraceae",41
"pseudocaeciliidae",41
"ptychitidae",41
"rhynchitidae",41
"sabellariidae",41
"sandokanidae",41
"sarcobataceae",41
"shumarditidae",41
"sminthuridae",41
"styliolinidae",41
"undefinable",41
"albatrellaceae",40
"anacoracidae",40
"arachnopusiidae",40
"architarbidae",40
"assamiidae",40
"astraspididae",40
"barylambdidae",40
"bethanyphyllidae",40
"bipedidae",40
"cheilodactylidae",40
"chondropomidae",40
"cixiidae",40
"clavagnostidae",40
"clinoceratidae",40
"eiffeliidae",40
"ephippioceratidae",40
"galumnidae",40
"geraridae",40
"hallirhoidae",40
"holoclemensiidae",40
"hutchinsoniellidae",40
"hyposaleniidae",40
"iravadiidae",40
"khmeriidae",40
"lestidae",40
"newellidae",40
"noffkarkitaceae",40
"pachastrellidae",40
"perlodidae",40
"poposauridae",40
"protopteridae",40
"tokiokaispadellidae",40
"acrocirridae",39
"agoristenidae",39
"aspredinidae",39
"carinatinidae",39
"cocculinidae",39
"corosauridae",39
"crownoporidae",39
"cystothalamiidae",39
"dysideidae",39
"echinochimaeridae",39
"eogyrinidae",39
"eudendriidae",39
"feldmaniidae",39
"fragilariaceae",39
"glaphuridae",39
"kalotermitidae",39
"karpinskiidae",39
"laelapidae",39
"lamellariidae",39
"lioestheriidae",39
"nodosinellidae",39
"pelagiellidae",39
"polymastiidae",39
"polyxenidae",39
"prolecanitidae",39
"pyrgiidae?",39
"sarcophagidae",39
"tarrasiidae",39
"aberrantidae",38
"acanaloniidae",38
"amphiastraeidae",38
"amphiliidae",38
"archeriidae",38
"arcyzonidae",38
"ascidiidae",38
"barinophytaceae",38
"berycidae",38
"colletteidae",38
"crepidulidae",38
"cucujidae",38
"cucurbitaceae",38
"cyathaspidae",38
"cyclopidae",38
"dawsonoceratidae",38
"ectobiidae",38
"eoscutellidae",38
"ephemeridae",38
"hemigordiopsidae",38
"idiopidae",38
"laodiceidae",38
"lasiocampidae",38
"lepidostomidae",38
"lynceidae",38
"neoepiblemidae",38
"notorotaliidae",38
"notosariidae",38
"osmylidae",38
"pericyclidae",38
"petrasteridae",38
"psychomyiidae",38
"retiolitidae",38
"rhyacotritonidae",38
"sentosiidae",38
"stenasteridae",38
"stomatellidae",38
"tetragonuridae",38
"vibiliidae",38
"youngiellidae",38
"ypsilothuriidae",38
"anarthruridae",37
"ancorinidae",37
"apatelodidae",37
"bdellouridae",37
"biseriamminidae",37
"branchiosauridae",37
"channichthyidae",37
"cochleosauridae",37
"cyrtaucheniidae",37
"etheriidae",37
"eurypygidae",37
"gramineae",37
"hedenstroemiidae",37
"inyoitidae",37
"keraterpetidae",37
"ledidae",37
"megalopodidae",37
"meganeuridae",37
"microcionidae",37
"pelagiidae",37
"podoctidae",37
"polydolopidae",37
"psechridae",37
"pterognathiidae",37
"pyroteuthidae",37
"syarinidae",37
"thyropteridae",37
"turtoniidae",37
"uraliniidae",37
"yunnanocephalidae",37
"aesopichthyidae",36
"anarcestidae",36
"argulidae",36
"blissidae",36
"cadeidae",36
"calceolispongiidae",36
"cuneolinidae",36
"cymopoliidae",36
"damaeidae",36
"dulidae",36
"ephemerellidae",36
"eridophyllidae",36
"gastrodoridae",36
"glaucoamminidae",36
"glypheidae",36
"hallidayiaceae",36
"lobotidae",36
"macrocyclidae",36
"macrosemiidae",36
"megalosauridae",36
"megaspilidae",36
"microbially induced structures",36
"mimallonidae",36
"novitatidae",36
"oecophoridae",36
"ophiurinidae",36
"primulaceae",36
"pseudosquillidae",36
"senoculidae",36
"solenoporaceae",36
"spongiomorphidae",36
"tchegemithyrididae",36
"trachinidae",36
"trichasteridae",36
"trichoniscidae",36
"uncitidae",36
"xenambonitidae",36
"aetideidae",35
"amblyopsidae",35
"antilocapridae/cervidae",35
"ceratozetidae",35
"ceratretidae",35
"changshaniidae",35
"chelonibiidae",35
"chydoridae",35
"cowiedesmidae",35
"disasteridae",35
"edrioasteridae",35
"elpidiidae",35
"garypidae",35
"glandulonodosariidae",35
"haleciidae",35
"holoptychidae",35
"homalonychidae",35
"ingelarellidae",35
"iniopterygidae",35
"lepidocarpaceae",35
"leptocarphiidae",35
"lobitidae",35
"lophialetidae",35
"megateuthididae",35
"menidae",35
"mesoblattinidae",35
"microbial earth",35
"nemouridae",35
"onychoteuthidae",35
"palaeasteridae",35
"phanerosteidae",35
"platyclymeniidae",35
"prodidomidae",35
"reduviidae",35
"rhaphidophoridae",35
"scatophagidae",35
"sphaerotheriidae",35
"stellispongiidae",35
"trichopetalidae",35
"trilophosauridae",35
"vorhisiidae",35
"xenoceltitidae",35
"acanthaceae",34
"archaeidae",34
"armadillidae",34
"bathornithidae",34
"bdellacomidae",34
"cyclomedusidae",34
"deltopectinidae",34
"diplacanthidae",34
"ekvasophyllidae",34
"elipsocidae",34
"eresidae",34
"erirhinidae",34
"erythraeidae",34
"fredericellidae",34
"gastrioceratidae",34
"hypselostomatidae",34
"kuhliidae",34
"lepilemuridae",34
"lichenoididae",34
"micropezidae",34
"necrosauridae",34
"opabiniidae",34
"orodontidae",34
"otitidae",34
"paleolimulidae",34
"parallelelasmatidae",34
"phrynocrinidae",34
"plumulitidae",34
"rheidae",34
"saurichthyidae",34
"sellithyrididae",34
"sinograptidae",34
"spalacotheriidae",34
"tachyglossidae",34
"thalassometridae",34
"tingidae",34
"tranatocetidae",34
"trematosauridae",34
"troedssonellidae",34
"unionicolidae",34
"zoropsidae",34
"actinidiaceae",33
"adianthidae",33
"amphiporidae",33
"amphipsocidae",33
"anorthopygidae",33
"archaeoniscidae",33
"asterostomatidae",33
"banffidae",33
"buphagidae",33
"calliodentaliidae",33
"coniopterygidae",33
"crassumbidae",33
"cyrtoceratidae",33
"danubitidae",33
"davaineidae",33
"haloragaceae",33
"hungaritidae",33
"lambeosauridae",33
"luciferidae",33
"mycalidae",33
"neoschwagerinidae",33
"nicatoridae",33
"onchidorididae",33
"paracenoceratidae",33
"paraspiriferinidae",33
"parazenidae",33
"paroxyclaenidae",33
"pedinopsids",33
"pentacauliscidae",33
"permosocidae",33
"pinnulariaceae",33
"ptiliidae",33
"rathymotheriidae",33
"reticulariinidae",33
"sactorthoceratidae",33
"scolytidae",33
"sillaginidae",33
"teleosauridae",33
"tetillidae",33
"tetrastemmatidae",33
"togocyamids",33
"urotrygonidae",33
"aceraceae",32
"amphipellidae",32
"anisopodidae",32
"anthomyiidae",32
"archaeopterygidae",32
"archimylacridae",32
"atollidae",32
"branchiostomatidae",32
"cenomanocarcinidae",32
"chromodorididae",32
"conoidea",32
"cosmopterigidae",32
"cyaneidae",32
"dermopteridae",32
"diatomaceae",32
"dipsadidae",32
"dorididae",32
"dryinidae",32
"dysoristidae",32
"endomychidae",32
"eridonidae",32
"giraldiellidae",32
"gondolellidae",32
"gyrodontidae",32
"helicopsychidae",32
"hymenolepididae",32
"leperditellidae",32
"melocrinidae",32
"miltonellidae",32
"monoporellidae",32
"neocyclotidae",32
"oniscidae",32
"pergidae",32
"permopanorpidae",32
"petrablattinidae",32
"phlyctaeniidae",32
"phronimidae",32
"plagiaulacidae",32
"pseudictopidae",32
"pseudoziidae",32
"psilidae",32
"regalecidae",32
"rhincodontidae",32
"rotulidae",32
"sinuspiridae",32
"sisoridae",32
"staurodermatidae",32
"stenophlebiidae",32
"synanceiidae",32
"uranoceratidae",32
"zenarchopteridae",32
"zygodiscaceae",32
"aspenitidae",31
"blastobasidae",31
"bythotiaridae",31
"cheiloceratidae",31
"corynexochidae",31
"cranchiidae",31
"cyclospiridae",31
"dendronotidae",31
"dermestidae",31
"diploblastidae",31
"dipseudopsidae",31
"echinorhinidae",31
"encyrtidae",31
"eukoeneniidae",31
"hadoprionidae",31
"hippoporinidae",31
"kellettinidae",31
"leptophlebiidae",31
"microdesmidae",31
"neopalaeasteridae",31
"ophiceratidae",31
"orculidae",31
"palaeomutelidae",31
"palaeoscolecidae",31
"pareatidae",31
"petrobunidae",31
"phlyctaenaspidae",31
"pileolitidae",31
"pomatostomidae",31
"pycnococcaceae",31
"rhytismataceae",31
"saxifragaceae",31
"schizophora",31
"sporolithaceae",31
"takakkawiidae",31
"thylacoleonidae",31
"tretodictyidae",31
"trochotiaridae",31
"volutodermatidae",31
"zanclidae",31
"agassizodontidae",30
"arctostylopidae",30
"aspidodiadematidae",30
"balitoridae",30
"barychelidae",30
"bathysauridae",30
"bittacidae",30
"caenagnathidae",30
"calodiscidae",30
"chaetopteridae",30
"corynidae",30
"diceratidae",30
"dikelokephalidae",30
"endothiodontidae",30
"eubrontidae",30
"flustridae",30
"gasterocomidae",30
"goniophoridae",30
"graminae",30
"haliplidae",30
"heteroceridae",30
"hormosinellidae",30
"humiriaceae",30
"hungaiidae",30
"leaiidae",30
"machaerariidae",30
"macropneustidae",30
"melastomataceae",30
"octochaetidae",30
"ophidiiformes",30
"permelytridae",30
"perspicaridae",30
"pfenderinidae",30
"philodinidae",30
"plesiopidae",30
"ruedemannoceratidae",30
"solpugidae",30
"sphenotretidae",30
"squalodelphinidae",30
"stomachetosellidae",30
"tylidae",30
"verbenaceae",30
"achilidae",29
"ajacicyathidae",29
"anthracocrinidae",29
"antillasteridae",29
"archaeaspididae",29
"braarudosphaeraceae",29
"callaeatidae",29
"carabidae?",29
"chrysididae",29
"clavulinaceae",29
"clorindidae",29
"crassulaceae",29
"desmatophocidae",29
"diatomophyceae",29
"discophyllitidae",29
"dorippidae",29
"doubtfully assigned to metriophyllum",29
"erotilidae",29
"fucaceae",29
"gitolampadids",29
"grammicolepididae",29
"histioteuthidae",29
"kodonophyllidae",29
"luolishaniidae",29
"machaerirhynchidae",29
"mimoceratidae",29
"multithecoporidae",29
"mydidae",29
"neoceratodontidae",29
"oestridae",29
"olindiidae",29
"oribatellidae",29
"oxycarenidae",29
"paragorgiidae",29
"percopsidae",29
"petraliellidae",29
"platycrinidae",29
"polychaetaspidae",29
"poroblattinidae",29
"porocephalidae",29
"pristiophoridae",29
"protoceratopsidae",29
"scatopsidae",29
"septariidae",29
"tanaocrinidae",29
"tarsophlebiidae",29
"thaumatoneuridae",29
"theocyrtidae",29
"voltziaceae",29
"almaenidae",28
"anthemiphylliidae",28
"aotidae",28
"aphelecrinidae",28
"bolaspididae",28
"cebochoeridae",28
"chaetiliidae",28
"chrysalidinidae",28
"crithioninidae",28
"cynocephalidae",28
"discoceratidae",28
"dryosauridae",28
"ethmophyllidae",28
"forbesiceratidae",28
"lamellorthoceratidae",28
"lechritrochoceratidae",28
"macrocephalitidae",28
"margaritanidae",28
"mesopalaeasteridae",28
"miralinidae",28
"mississippinidae",28
"nyctaginaceae",28
"orthrozanclidae",28
"osangulariidae",28
"paloelodidae",28
"pantylidae",28
"petrosiidae",28
"phragmorthidae",28
"prioniodidae",28
"saldidae",28
"scraptiidae",28
"spathognathodontidae",28
"spongiodermidae",28
"stenopsocidae",28
"taeniocradaceae",28
"titanosauridae",28
"trachelipodidae",28
"acanthograptidae",27
"alethopteridaceae",27
"arctoceratidae",27
"ascocystitidae",27
"astroblepidae",27
"caecillidae",27
"ceratomyopsidae",27
"coelostylinidae",27
"cupressocrinitidae",27
"cyrenoididae",27
"echiuridae",27
"eirenidae",27
"epinannolenidae",27
"favositidae?",27
"geragnostidae",27
"glossinotoechiidae",27
"gotlandochitonidae",27
"haplognathiidae",27
"hernandiaceae",27
"hintzespongiidae",27
"megapodagrionidae",27
"monotidae",27
"myoxidae",27
"nandiniidae",27
"nemagraptidae",27
"orthomylacridae",27
"pagodiidae",27
"palpimanidae",27
"plagiacanthidae",27
"proterogyrinidae",27
"provannidae",27
"pseudotissotiidae",27
"schlotheimiidae",27
"scolodontidae",27
"sericostomatidae",27
"shipingiidae",27
"spongiostromata",27
"steatornithidae",27
"stenopodidae",27
"stereolasmatidae",27
"streptosolenidae",27
"syringoporidae",27
"taeniactinidae",27
"tichodromidae",27
"trichopeltariidae",27
"ulmaridae",27
"vicidae",27
"welleritidae",27
"winteraceae",27
"aglaspididae",26
"anthracoceratidae",26
"blaberidae",26
"caligidae",26
"cepolidae",26
"comatulidae",26
"corallistidae",26
"cymatophlebiidae",26
"czekanowskiaceae",26
"dickinsoniaceae",26
"dimerellidae",26
"discodorididae",26
"draconettidae",26
"eschrichtiidae",26
"eugeniacrinitidae",26
"gerridae",26
"glossoscolecidae",26
"glossosomatidae",26
"goniopholididae",26
"halimedaceae",26
"hallucigeniidae",26
"heleophrynidae",26
"himalayitidae",26
"kennardiidae",26
"lanceolitidae",26
"listracanthidae",26
"menuridae",26
"micheliniidae?",26
"mutellidae",26
"neomphalidae",26
"neritiliidae",26
"ogoveidae",26
"opistognathidae",26
"oplitidae",26
"palaeacmaeidae",26
"peltephilidae",26
"pityaceae",26
"pollicipedidae",26
"pseudochromidae",26
"pseudopimelodidae",26
"receptaculitaceae",26
"scaphiocrinidae",26
"shaleriidae",26
"staphylinidae?",26
"sternaspidae",26
"symphytognathidae",26
"tealliocarididae",26
"tedeleaceae",26
"tetraclitidae",26
"thalassinidae",26
"tinodontidae",26
"tremataspididae",26
"urticaceae",26
"veliidae",26
"westgardellidae",26
"aegialiidae",25
"akanthophoreidae",25
"akatoporidae",25
"amynilyspedidae",25
"angulotretidae",25
"apatopygidae",25
"apterygidae",25
"bibionidae?",25
"boreloididae",25
"cetiosauridae",25
"conokephalinidae",25
"cooksoniaceae",25
"crestjahnitidae",25
"cribrolinoididae",25
"cuvierinidae",25
"cypridinidae",25
"emmrichellidae",25
"eoglobigerinidae",25
"fasciphyllidae",25
"fuhrmannodesmidae",25
"galesauridae",25
"glomeridellidae",25
"goeridae",25
"heterenchelyidae",25
"hyocrinidae",25
"lanceolidae",25
"leodicidae",25
"loricidae",25
"megaspiridae",25
"metridinidae",25
"miskoiidae",25
"myriotrochidae",25
"nesticidae",25
"niphatidae",25
"nothobranchiidae",25
"paramomyidae",25
"penicillidae",25
"peregrinellidae",25
"phormosomatidae",25
"plakobranchidae",25
"platystomatidae",25
"pliosauridae",25
"pterasteridae",25
"rachycentridae",25
"rhachodesmidae",25
"rissoinidae",25
"sclerodomidae",25
"scythrididae",25
"sesiidae",25
"signiphoridae",25
"silvanidae",25
"stannomidae",25
"sternophoridae",25
"stichasteridae",25
"thylacinidae",25
"tremoctopodidae",25
"tubulanidae",25
"ullmanniaceae",25
"wanneriidae",25
"acanthothirididae",24
"alastegiidae",24
"alciopidae",24
"amphientomidae",24
"anthocoridae",24
"arapaimidae",24
"arthropleuridae",24
"baptornithidae",24
"bathynotidae",24
"callorhinchidae",24
"centracanthidae",24
"cephalotaxaceae",24
"ceratoikiscidae",24
"chaunograptidae",24
"deltatheridiidae",24
"dimylidae",24
"discohelicidae",24
"estheriidae",24
"fallotaspididae",24
"frondiporidae",24
"gecarcinucidae",24
"gigantoporidae",24
"holonematidae",24
"hybosoridae",24
"iulomorphidae",24
"jamoytiidae",24
"khvalynitidae",24
"laseidae",24
"lesueurillidae",24
"limnoscelidae",24
"lithornithidae",24
"manzanellidae",24
"mixopteridae",24
"nemavermidae",24
"nymphaeales",24
"onychochilidae",24
"oribotritiidae",24
"palaeuridae",24
"paramphistomatidae",24
"perleididae",24
"pleurostomatidae",24
"rangeaceae",24
"rhodomelaceae",24
"rissoellidae",24
"ropalonariidae",24
"saccopharyngidae",24
"sareptidae",24
"saturnalidae",24
"saurornithoididae",24
"sphaerasteridae",24
"spongophyllidae",24
"stelliporellidae",24
"systrophiidae",24
"terabratulidae",24
"thaumastocoeliidae",24
"thripidae",24
"tomopteridae",24
"triceratiaceae",24
"trogonophiidae",24
"umbonulidae",24
"xenopeltidae",24
"acarechimyidae",23
"agromyzidae",23
"ammolagenidae",23
"anhimidae",23
"asteronychidae",23
"bacillariaceae",23
"ballophilidae",23
"buliminoididae",23
"caprotinidae",23
"champsodontidae",23
"choeropotamidae",23
"cimolopterygidae",23
"cybaeidae",23
"cylindrotomidae",23
"densastromatidae",23
"diguetidae",23
"gondwanostachyaceae",23
"harpagophoridae",23
"homolodromiidae",23
"ichthyophiidae",23
"ilyocyprididae",23
"isodictyidae",23
"isognomonidae",23
"keroplatidae",23
"lecanopygidae",23
"leptosomidae",23
"lophiomerycidae",23
"metriorhynchidae",23
"microbrachidae",23
"nepticulidae",23
"olacaceae",23
"pachybolidae",23
"pachyrismatidae",23
"pectinatellidae",23
"pempheridae",23
"pergamidiidae",23
"permophoridae",23
"phallostethidae",23
"plumulariidae",23
"psephenidae",23
"pseudophasmatidae",23
"pteridomylacridae",23
"pterocorythidae",23
"pylochelidae",23
"reimaniphylliidae",23
"seraphidae",23
"stiodermatidae",23
"strictispiridae",23
"subergorgiidae",23
"sulcoreteporidae",23
"temoridae",23
"tessaradomidae",23
"tethyidae",23
"tetraplariidae",23
"thylacomyidae",23
"toernquistiidae",23
"trematopidae",23
"vitrinellidae",23
"acrodelphidae",22
"adercotrymidae",22
"aegothelidae",22
"anthothelidae",22
"bathyspinulidae",22
"bifaxariidae",22
"cannaceae",22
"capillithyrididae",22
"cassianellidae",22
"chiniquodontidae",22
"chresmodidae",22
"cirridae",22
"codiaceae",22
"codonellidae",22
"coleolidae",22
"ctenonotellidae",22
"deimatidae",22
"delphinulopsidae",22
"elcanidae",22
